wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
2591,2590,7,1,0.174110245,0,0.071269093,2,2590,wood,Peachwood,UT,40.6835577,-111.9741047
2592,2591,7,1,0.228360651,0,0.071269093,2,2591,wood,Warrwood,UT,40.6999465,-111.9757716
2593,2592,7,1,0.345015454,0,0.071269093,2,2592,wood,Bevwood,UT,40.6710585,-111.8193777
2594,2593,7,1,0.424018142,0,0.071269093,2,2593,wood,Elm Wood,UT,40.6807805,-111.8379895
2595,2594,7,1,0,1,0.071269093,2,2594,wood,Applewood,UT,40.6449476,-111.8299335
2596,2595,7,1,0,1,0.071269093,2,2595,wood,Wildwood,UT,40.646892,-111.830489
2597,2596,7,1,0,1,0.071269093,2,2596,wood,Lakewood,UT,40.6516142,-111.8460451
2598,2597,7,1,0.097649962,0,0.071269093,2,2597,wood,Knollwood,UT,40.5888368,-111.9229913
2599,2598,7,1,0.136827173,0,0.071269093,2,2598,wood,County Wood,UT,40.5846701,-111.9313249
2600,2599,7,1,0,1,0.071269093,2,2599,wood,Autumn Wood,UT,40.6555026,-111.9507705
2601,2600,7,1,0.197014443,0,0.071269093,2,2600,wood,Cloverwood,UT,40.6646693,-111.9143806
2602,2601,7,1,0,1,0.071269093,2,2601,wood,Heatherwood,UT,40.6263363,-111.94327
2603,2602,7,1,0,1,0.071269093,2,2602,wood,Ledgewood,UT,40.6349473,-111.9471591
2604,2603,7,1,0,1,0.071269093,2,2603,wood,Summerwood,UT,40.6352251,-111.9524371
2605,2604,7,1,0.103573315,0,0.071269093,2,2604,wood,Westwood,UT,40.6480026,-111.9835492
2606,2605,7,1,0.451918632,0,0.071269093,2,2605,wood,Southwood,UT,40.636892,-111.8688235
2607,2606,7,1,0.547272766,0,0.071269093,2,2606,wood,Riverwood,UT,40.6124479,-111.8485449
2608,2607,7,1,0.249804117,0,0.071269093,2,2607,wood,Park Wood,UT,40.641058,-112.0127166
2609,2608,7,0.844346304,0.155653696,0,0.071269093,2,2608,wood,Merrywood,UT,40.7221695,-111.7107631
2610,2609,7,1,0.184858248,0,0.071269093,2,2609,wood,Brookwood,UT,40.5305041,-111.9443804
2611,2610,7,1,0.240750995,0,0.071269093,2,2610,wood,Edgewood,UT,40.5249486,-111.9341022
2612,2611,7,1,0.042527277,0,0.071269093,2,2611,wood,Altawood,UT,40.5810596,-111.8035434
2613,2612,7,1,0,1,0.071269093,2,2612,wood,Whisperwood,UT,40.5749484,-111.8396555
2614,2613,7,1,0,1,0.071269093,2,2613,wood,Eastwood,UT,40.5749485,-111.8210439
2615,2614,7,1,0.141327012,0,0.071269093,2,2614,wood,Little Cottonwood,UT,40.5738375,-111.7888207
2616,2615,7,1,0,1,0.071269093,2,2615,wood,Pepperwood,UT,40.5513377,-111.8182658
2617,2616,7,1,0.064683316,0,0.071269093,2,2616,wood,Sprucewood,UT,40.5568929,-111.8591003
2618,2617,7,1,0,1,0.071269093,2,2617,wood,Teakwood,UT,40.5480043,-111.8415998
2619,2618,7,1,0.423883303,0,0.071269093,2,2618,wood,Marblewood,UT,40.5068932,-111.9443802
2620,2619,7,1,0.448658707,0,0.071269093,2,2619,wood,Ironwood,UT,41.1618884,-111.9541078
2621,2620,7,0.792021747,0.207978253,0,0.071269093,2,2620,wood,Willow Wood,UT,41.2216109,-112.072442
2622,2621,7,0.759121256,0.240878744,0,0.071269093,2,2621,wood,Cherrywood,UT,41.3163309,-111.9585531
2623,2622,7,1,0,1,0.071269093,2,2622,wood,Bridlewood,UT,40.8463344,-111.8804926
2624,2623,7,1,0,1,0.071269093,2,2623,wood,Wildwood,UT,40.8457786,-111.9129936
2625,2624,7,1,0,1,0.071269093,2,2624,wood,Crestwood,UT,40.901334,-111.8674375
2626,2625,7,1,0.215360121,0,0.071269093,2,2625,wood,Cottonwood,UT,41.0852216,-111.9121625
2627,2626,7,1,0.118542115,0,0.071269093,2,2626,wood,Robinwood,UT,41.0979995,-111.9854976
2628,2627,7,1,0,1,0.071269093,2,2627,wood,Lakewood,UT,41.0835549,-111.9910534
2629,2628,7,1,0,1,0.071269093,2,2628,wood,Rosewood,UT,41.0527216,-111.9549414
2630,2629,7,1,0,1,0.071269093,2,2629,wood,Tanglewood,UT,41.0624439,-111.9077178
2631,2630,7,1,0,1,0.071269093,2,2630,wood,Westwood,UT,40.8713341,-111.8943823
2632,2631,7,1,0,1,0.071269093,2,2631,wood,Cherrywood,UT,41.0254995,-111.9266072
2633,2632,7,1,0.249655872,0,0.071269093,2,2632,wood,Summer Wood,UT,41.012444,-111.90494
2634,2633,7,1,0.465367713,0,0.071269093,2,2633,wood,Northwood,UT,40.7827235,-111.9377157
2636,2635,210,0.353916685,0.646083315,0,0.051965232,2,2635,wood,Elkwood,VA,38.5117916,-77.8558276
2637,2636,191,0.566198549,0.433801451,0,0.090959964,2,2636,wood,Lakewood,VA,36.5806944,-79.30502
2639,2638,179,0.204013105,0.795986895,0,0.13258859,5,2638,wood,Redwood,VA,37.0198634,-79.811976
2642,2641,199,0.311806239,0.688193761,0,0.070542279,6,2641,wood,Boxwood,VA,36.6390266,-79.7142003
2643,2642,189,0.50550192,0.49449808,0,0.057557883,7,2642,wood,Collinwood,VA,36.7389919,-82.3245873
2647,2646,128,1,0,1,0.041210869,8,2646,wood,Homewood,VA,37.1918138,-76.6819008
2648,2647,204,0.405726659,0.594273341,0,0.02844636,1,2647,wood,Kingswood,VA,37.6868081,-78.9464118
2650,2649,204,0.901101288,0.098898712,0,0.02844636,1,2649,wood,Norwood,VA,37.3823636,-79.3578068
2657,2656,204,0.401954515,0.598045485,0,0.02844636,1,2656,wood,Allwood,VA,37.6495816,-79.2208632
2659,2658,179,0.203703028,0.796296972,0,0.13258859,5,2658,wood,Springwood,VA,37.5490222,-79.7447632
2661,2660,174,1,0,1,0.102744489,7,2660,wood,Bellwood,VA,37.4218149,-77.4374834
2662,2661,133,0.587862785,0.412137215,0,0.175196869,3,2661,wood,Briarwood,VA,36.8659815,-76.3796665
2665,2664,228,0.71459975,0.28540025,0,0.060390072,4,2664,wood,Homewood,VA,38.7942799,-77.2466499
2666,2665,228,1,0.157327811,0,0.060390072,4,2665,wood,Kenwood,VA,38.8387236,-77.1941478
2667,2666,228,1,0.071890324,0,0.060390072,4,2666,wood,Lakewood,VA,38.8415014,-77.1502578
2669,2668,228,0.872443035,0.127556965,0,0.060390072,4,2668,wood,Leewood,VA,38.8078908,-77.1885924
2670,2669,124,1,0,1,0.011374776,6,2669,wood,Millwood,VA,39.069551,-78.0377754
2671,2670,228,0.710480462,0.289519538,0,0.060390072,4,2670,wood,Oakwood,VA,38.7937245,-77.1324797
2672,2671,228,1,0,1,0.060390072,4,2671,wood,Ravenwood,VA,38.8617789,-77.1527577
2673,2672,133,1,0,1,0.175196869,3,2672,wood,Shorewood,VA,36.8334818,-76.410223
2674,2673,133,1,0,1,0.175196869,3,2673,wood,Silverwood,VA,36.8551483,-76.3996672
2675,2674,173,0.946959338,0.053040662,0,0.018079352,6,2674,wood,Wedgewood,VA,37.6168126,-77.5677652
2677,2676,206,1,0,1,0.005465438,3,2676,wood,Greenwood,VA,38.4392921,-78.6555735
2678,2677,206,1,0,1,0.005465438,3,2677,wood,Inglewood,VA,38.3904044,-78.664741
2679,2678,172,0.803761149,0.196238851,0,0.005100825,1,2678,wood,Keywood,VA,36.8248359,-81.7906766
2682,2681,134,0.606723233,0.393276767,0,0.086982829,4,2681,wood,Beechwood,VA,36.8987586,-76.1360465
2683,2682,227,1,0,1,0.052898151,1,2682,wood,Collingwood,VA,38.7317816,-77.0449768
2684,2683,129,1,0,1,0.142803785,2,2683,wood,Eastwood,VA,37.113202,-76.5188402
2685,2684,129,1,0,1,0.142803785,2,2684,wood,Edgewood,VA,37.0732025,-76.5102289
2688,2687,134,1,0,1,0.086982829,4,2687,wood,Greenwood,VA,36.8826475,-76.2363277
2691,2690,129,0.817619107,0.182380893,0,0.142803785,2,2690,wood,Hidenwood,VA,37.065147,-76.504951
2692,2691,228,1,0,1,0.060390072,4,2691,wood,Hillwood,VA,38.8765008,-77.1674802
2694,2693,134,0.606723233,0.393276767,0,0.086982829,4,2693,wood,Hollywood,VA,36.8607034,-76.1802145
2695,2694,228,0.854960165,0.145039835,0,0.060390072,4,2694,wood,Idylwood,VA,38.8951115,-77.2116478
2696,2695,170,1,0,1,0.008652096,5,2695,wood,Kenwood,VA,37.2807048,-77.3152569
2697,2696,128,1,0,1,0.041210869,8,2696,wood,Kingswood,VA,37.2484806,-76.7402358
2698,2697,206,1,0,1,0.005465438,3,2697,wood,Lynnwood,VA,38.3101283,-78.7716905
2699,2698,227,1,0,1,0.052898151,1,2698,wood,Oakwood,VA,38.7187263,-77.0955339
2700,2699,228,1,0,1,0.060390072,4,2699,wood,Oakwood,VA,38.8973338,-77.16248
2702,2701,134,0.530460897,0.469539103,0,0.086982829,4,2701,wood,Tanglewood,VA,36.8329257,-76.2324384
2703,2702,227,1,0,1,0.052898151,1,2702,wood,Waynewood,VA,38.7262261,-77.0488658
2705,2704,134,1,0,1,0.086982829,4,2704,wood,Oakwood,VA,36.9084806,-76.2441058
2708,2707,133,0.313888593,0.686111407,0,0.175196869,3,2707,wood,Brentwood,VA,36.7873706,-76.328275
2709,2708,134,0.424530322,0.575469678,0,0.086982829,4,2708,wood,Crestwood,VA,36.7654262,-76.2857733
2710,2709,134,1,0,1,0.086982829,4,2709,wood,Lakewood,VA,36.8909808,-76.2693845
2711,2710,129,1,0,1,0.142803785,2,2710,wood,Nicewood,VA,37.1090355,-76.5338407
2712,2711,210,0.353916685,0.646083315,0,0.051965232,2,2711,wood,Rotherwood,VA,38.4367938,-78.0283314
2714,2713,189,1,0,1,0.057557883,7,2713,wood,Larwood,VA,36.6128826,-82.2218017
2716,2715,228,1,0.46363818,0,0.060390072,4,2715,wood,Arlingwood,VA,38.9276111,-77.1219233
2719,2718,129,0.650735019,0.349264981,0,0.142803785,2,2718,wood,Beechwood,VA,37.1320909,-76.5610638
2722,2721,179,1,0,1,0.13258859,5,2721,wood,Edgewood,VA,37.2920799,-80.0167061
2724,2723,191,1,0,1,0.090959964,2,2723,wood,Glenwood,VA,36.5887497,-79.3661331
2725,2724,206,0.846891,0.153109,0,0.005465438,3,2724,wood,Greenwood,VA,38.0556929,-78.770577
2726,2725,173,1,0,1,0.018079352,6,2725,wood,Greenwood,VA,37.6626446,-77.4680392
2727,2726,210,1,0,1,0.051965232,2,2726,wood,Hartwood,VA,38.4023489,-77.5652644
2728,2727,173,1,0,1,0.018079352,6,2727,wood,Kenwood,VA,37.7090328,-77.4991511
2729,2728,128,1,0,1,0.041210869,8,2728,wood,Lakewood,VA,37.2373697,-76.7507917
2731,2730,134,0.45341354,0.54658646,0,0.086982829,4,2730,wood,Michaelwood,VA,36.8704257,-76.1002118
2733,2732,206,1,0,1,0.005465438,3,2732,wood,Oakwood,VA,38.5187338,-78.7177989
2735,2734,228,0.833895811,0.166104189,0,0.060390072,4,2734,wood,Riverwood,VA,38.9053893,-77.1024785
2737,2736,204,0.364364382,0.635635618,0,0.02844636,1,2736,wood,Spottswood,VA,37.9551328,-79.2136429
2739,2738,169,0.613710736,0.386289264,0,0.04121817,2,2738,wood,Churchwood,VA,37.2006805,-80.6095055
2742,2741,189,1,0,1,0.057557883,7,2741,wood,Briarwood,VA,36.6239956,-82.1645771
2743,2742,124,0.84371184,0.15628816,0,0.011374776,6,2742,wood,Applewood,VA,38.9142781,-78.1102764
2745,2744,179,0.648605593,0.351394407,0,0.13258859,5,2744,wood,Knollwood,VA,37.3501363,-79.8430939
2746,2745,169,1,0,1,0.04121817,2,2745,wood,Blackwood,VA,37.219296,-80.3975496
2747,2746,169,1,0,1,0.04121817,2,2746,wood,Gladewood,VA,37.2334616,-80.4456073
2748,2747,169,1,0,1,0.04121817,2,2747,wood,Edgewood,VA,37.1148521,-80.3908825
2749,2748,169,1,0,1,0.04121817,2,2748,wood,Hethwood,VA,37.215406,-80.453941
2750,2749,204,1,0,1,0.02844636,1,2749,wood,Meadow Wood,VA,37.3584757,-79.2911378
2751,2750,204,0.51335065,0.48664935,0,0.02844636,1,2750,wood,Lakewood,VA,37.1298651,-79.2825235
2752,2751,204,1,0,1,0.02844636,1,2751,wood,Russellwood,VA,37.3237547,-79.1853014
2753,2752,204,1,0,1,0.02844636,1,2752,wood,Tanglewood,VA,37.2954216,-79.2761362
2754,2753,204,1,0,1,0.02844636,1,2753,wood,Wildwood,VA,37.2970882,-79.2683582
2755,2754,207,0.840003765,0.159996235,0,0.166233868,4,2754,wood,Deerwood,VA,38.1354129,-78.4461218
2756,2755,207,0.942242803,0.057757197,0,0.166233868,4,2755,wood,Loftlands Wood,VA,38.1451347,-78.4839007
2757,2756,207,1,0,1,0.166233868,4,2756,wood,Norwood,VA,38.1448569,-78.4714004
2758,2757,207,1,0,1,0.166233868,4,2757,wood,Ardwood,VA,38.1123582,-78.488623
2759,2758,207,1,0,1,0.166233868,4,2758,wood,Birnam Wood,VA,38.0787484,-78.4941787
2760,2759,207,0.613421611,0.386578389,0,0.166233868,4,2759,wood,Briarwood,VA,38.1668007,-78.4155653
2761,2760,207,0.184394115,0.815605885,0,0.166233868,4,2760,wood,Brookwood,VA,38.0606931,-78.6927969
2762,2761,207,0.352276112,0.647723888,0,0.166233868,4,2761,wood,Foxwood,VA,38.1612454,-78.3683417
2763,2762,207,0.825840524,0.174159476,0,0.166233868,4,2762,wood,Knollwood,VA,38.0606936,-78.509457
2764,2763,207,1,0,1,0.166233868,4,2763,wood,Townwood,VA,38.0815261,-78.488623
2765,2764,207,0.825840524,0.174159476,0,0.166233868,4,2764,wood,Wildwood,VA,38.0468052,-78.4672335
2766,2765,124,0.915965769,0.084034231,0,0.011374776,6,2765,wood,Longwood,VA,39.1192721,-77.8761066
2767,2766,170,0.949803014,0.050196986,0,0.008652096,5,2766,wood,Lakewood,VA,37.1604282,-77.5174862
2768,2767,179,1,0.080176399,0,0.13258859,5,2767,wood,Edgewood,VA,37.3015239,-80.0286511
2769,2768,179,1,0,1,0.13258859,5,2768,wood,Applewood,VA,37.3270808,-79.8775383
2770,2769,179,1,0.40640511,0,0.13258859,5,2769,wood,Branderwood,VA,37.2015264,-79.9886484
2771,2770,179,1,0,1,0.13258859,5,2770,wood,Bridlewood,VA,37.2090256,-80.0314271
2772,2771,179,1,0.155776604,0,0.13258859,5,2771,wood,Brookwood,VA,37.2056922,-80.0375383
2773,2772,179,1,0,1,0.13258859,5,2772,wood,Crestwood,VA,37.2304147,-80.0133713
2774,2773,179,1,0,1,0.13258859,5,2773,wood,Homewood,VA,37.2145809,-80.0375384
2775,2774,179,0.935615065,0.064384935,0,0.13258859,5,2774,wood,Lindenwood,VA,37.2734714,-79.8603146
2776,2775,179,0.844824331,0.155175669,0,0.13258859,5,2775,wood,Meadewood,VA,37.3415242,-79.9311506
2777,2776,179,1,0.241501297,0,0.13258859,5,2776,wood,Arrow Wood,VA,37.3209684,-79.9914287
2778,2777,179,1,0,1,0.13258859,5,2777,wood,Brentwood,VA,37.3168026,-79.9389278
2779,2778,179,0.918514425,0.081485575,0,0.13258859,5,2778,wood,Englewood,VA,37.2359711,-79.9428149
2780,2779,179,1,0,1,0.13258859,5,2779,wood,Foxwood,VA,37.286247,-80.0053169
2781,2780,179,1,0,1,0.13258859,5,2780,wood,Idlewood,VA,37.2879151,-79.8953154
2782,2781,179,1,0,1,0.13258859,5,2781,wood,Kenwood,VA,37.2856928,-79.903371
2783,2782,179,1,0,1,0.13258859,5,2782,wood,Knollwood,VA,37.2570811,-80.0067049
2784,2783,179,1,0.157360073,0,0.13258859,5,2783,wood,Lakewood,VA,37.2537483,-79.9725377
2785,2784,179,1,0,1,0.13258859,5,2784,wood,Norwood,VA,37.3062462,-80.0158732
2786,2785,179,1,0,1,0.13258859,5,2785,wood,South Edgewood,VA,37.2918022,-80.0164284
2787,2786,179,1,0.393199117,0,0.13258859,5,2786,wood,Westwood,VA,37.2793029,-79.9967053
2788,2787,179,1,0.390210258,0,0.13258859,5,2787,wood,Wildwood,VA,37.2434708,-79.9608707
2791,2790,133,0.546643054,0.453356946,0,0.175196869,3,2790,wood,Wynnewood,VA,36.8707039,-76.4274463
2792,2791,204,0.504351652,0.495648348,0,0.02844636,1,2791,wood,Edgewood,VA,37.4543091,-79.0922459
2793,2792,204,0.541320212,0.458679788,0,0.02844636,1,2792,wood,Glenwood,VA,37.4773641,-79.1083577
2794,2793,191,0.710193978,0.289806022,0,0.090959964,2,2793,wood,Birnam Wood,VA,36.5920827,-79.4778032
2795,2794,191,1,0,1,0.090959964,2,2794,wood,Edgewood,VA,36.5626387,-79.4433573
2796,2795,191,0.710193978,0.289806022,0,0.090959964,2,2795,wood,Robinwood,VA,36.6362491,-79.4011347
2797,2796,191,1,0,1,0.090959964,2,2796,wood,Wedgewood,VA,36.5654164,-79.4564133
2799,2798,170,1,0,1,0.008652096,5,2798,wood,Kingwood,VA,37.1334832,-77.3583121
2800,2799,170,1,0,1,0.008652096,5,2799,wood,Lakewood,VA,37.1779277,-77.3574796
2801,2800,170,1,0,1,0.008652096,5,2800,wood,Ramblewood,VA,37.1923723,-77.4094265
2802,2801,174,1,0,1,0.102744489,7,2801,wood,Brentwood,VA,37.4154263,-77.4802629
2803,2802,174,1,0,1,0.102744489,7,2802,wood,Brittonwood,VA,37.3843155,-77.4624846
2804,2803,174,1,0,1,0.102744489,7,2803,wood,Chesswood,VA,37.3884821,-77.4716515
2805,2804,174,0.654942008,0.345057992,0,0.102744489,7,2804,wood,Robinwood,VA,37.4187597,-77.5266536
2806,2805,174,0.318801264,0.681198736,0,0.102744489,7,2805,wood,Wedgewood,VA,37.4704261,-77.5991561
2807,2806,173,0.79227415,0.20772585,0,0.018079352,6,2806,wood,Bridlewood,VA,37.6804228,-77.6041549
2810,2809,227,1,0,1,0.052898151,1,2809,wood,Riverwood,VA,38.7048378,-77.095256
2811,2810,227,0.983786437,0.016213563,0,0.052898151,1,2810,wood,Southwood,VA,38.7134486,-77.1055342
2812,2811,228,1,0,1,0.060390072,4,2811,wood,Brockwood,VA,38.877612,-77.1288681
2813,2812,133,0.665316605,0.334683395,0,0.175196869,3,2812,wood,Westwood,VA,36.8532038,-76.3760552
2816,2815,173,0.781068997,0.218931003,0,0.018079352,6,2815,wood,Heatherwood,VA,37.6456997,-77.3297015
2817,2816,173,1,0,1,0.018079352,6,2816,wood,Dellwood,VA,37.7101438,-77.4688725
2818,2817,173,1,0,1,0.018079352,6,2817,wood,Knollwood,VA,37.6681997,-77.3977593
2819,2818,124,1,0,1,0.011374776,6,2818,wood,Westwood,VA,39.1323275,-78.1625004
2823,2822,128,1,0,1,0.041210869,8,2822,wood,Queenswood,VA,37.2733333,-76.6733333
2824,2823,129,1,0,1,0.142803785,2,2823,wood,Wendwood,VA,37.1011111,-76.5063889
2825,2824,134,0.929462289,0.070537711,0,0.086982829,4,2824,wood,Wedgewood,VA,36.9197222,-76.2233333
2826,2825,134,1,0,1,0.086982829,4,2825,wood,Brentwood,VA,36.9177778,-76.2461111
2827,2826,133,1,0,1,0.175196869,3,2826,wood,Wedgewood,VA,36.8216667,-76.4044444
2828,2827,133,0.923486182,0.076513818,0,0.175196869,3,2827,wood,South Dockwood,VA,36.8063889,-76.4186111
2829,2828,133,1,0,1,0.175196869,3,2828,wood,Dockwood,VA,36.8077778,-76.4152778
2831,2830,210,0.791465246,0.208534754,0,0.051965232,2,2830,wood,Cabin Creekwood,VA,38.4701,-77.4373
2832,2831,210,1,0,1,0.051965232,2,2831,wood,Chesterwood,VA,38.437,-77.5389
2833,2832,210,0.854556599,0.145443401,0,0.051965232,2,2832,wood,Cranewood,VA,38.3648,-77.4614
2834,2833,210,1,0,1,0.051965232,2,2833,wood,Crestwood,VA,38.3922,-77.5263
2835,2834,210,0.970595014,0.029404986,0,0.051965232,2,2834,wood,Keatwood,VA,38.4734,-77.6173
2836,2835,210,1,0,1,0.051965232,2,2835,wood,Laurelwood,VA,38.4682,-77.6185
2837,2836,210,0.721373906,0.278626094,0,0.051965232,2,2836,wood,Lynwood,VA,38.3339,-77.4539
2838,2837,210,0.721373906,0.278626094,0,0.051965232,2,2837,wood,Summerwood,VA,38.4318,-77.3871
2839,2838,16,0.066526141,0.933473859,0,0.077604392,3,2838,wood,Wildwood,WA,46.45955,-123.0901276
2840,2839,22,0.683553279,0.316446721,0,0.0402814,7,2839,wood,Inglewood,WA,47.7309316,-122.2304029
2841,2840,22,0.644233374,0.355766626,0,0.0402814,7,2840,wood,Robinswood,WA,47.5942664,-122.1398442
2842,2841,22,0.644233374,0.355766626,0,0.0402814,7,2841,wood,Ashwood,WA,47.6295435,-122.1954011
2843,2842,22,1,0,1,0.0402814,7,2842,wood,Kenwood,WA,47.7303758,-122.2981824
2845,2844,22,0.470290742,0.529709258,0,0.0402814,7,2844,wood,Fairwood,WA,47.4484337,-122.1573422
2846,2845,16,0.054442771,0.945557229,0,0.077604392,3,2845,wood,Firwood,WA,45.9312346,-120.912846
2847,2846,21,1,0,1,0.027385355,1,2846,wood,Parkwood,WA,47.5331514,-122.6101364
2849,2848,10,0.219737413,0.780262587,0,0.009081381,8,2848,wood,Elwood,WA,46.3820826,-118.5152605
2850,2849,21,1,0,1,0.027385355,1,2849,wood,Fernwood,WA,47.5064841,-122.652915
2851,2850,10,0.450651098,0.549348902,0,0.009081381,8,2850,wood,Glenwood,WA,46.9276677,-117.2799015
2852,2851,21,0.933672296,0.066327704,0,0.027385355,1,2851,wood,Glenwood,WA,47.4250952,-122.6893028
2853,2852,17,1,0,1,0.01332779,4,2852,wood,Greenwood,WA,48.9140036,-122.44183
2854,2853,22,0.542427612,0.457572388,0,0.0402814,7,2853,wood,Inglewood,WA,47.6223223,-122.0681769
2855,2854,21,0.777634182,0.222365818,0,0.027385355,1,2854,wood,Maplewood,WA,47.4017639,-122.5570747
2856,2855,17,1,0,1,0.01332779,4,2855,wood,Northwood,WA,48.9642837,-122.4073826
2857,2856,17,0.621537102,0.378462898,0,0.01332779,4,2856,wood,Thornwood,WA,48.5834431,-122.2304355
2858,2857,16,0.057628077,0.942371923,0,0.077604392,3,2857,wood,Weikswood,WA,46.8950977,-123.4537693
2859,2858,21,0.765077183,0.234922817,0,0.027385355,1,2858,wood,Westwood,WA,47.6189851,-122.5756929
2860,2859,21,1,0,1,0.027385355,1,2859,wood,Wildwood,WA,47.4639841,-122.6751367
2861,2860,22,1,0,1,0.0402814,7,2860,wood,Parkwood,WA,47.740931,-122.3387395
2862,2861,10,1,0,1,0.009081381,8,2861,wood,Hazelwood,WA,47.6401672,-117.5541048
2863,2862,18,1,0,1,0.019997769,6,2862,wood,East Stanwood,WA,48.2439887,-122.3468206
2865,2864,22,1,0,1,0.0402814,7,2864,wood,Greenwood,WA,47.69982,-122.3554062
2867,2866,22,0.644233374,0.355766626,0,0.0402814,7,2866,wood,Hazelwood,WA,47.550933,-122.191511
2868,2867,22,0.554596814,0.445403186,0,0.0402814,7,2867,wood,Hollywood,WA,47.7309322,-122.1292908
2870,2869,22,0.75063988,0.24936012,0,0.0402814,7,2869,wood,Lynnwood,WA,47.8209301,-122.3151313
2871,2870,22,0.539064891,0.460935109,0,0.0402814,7,2870,wood,Maplewood,WA,47.4681558,-122.1628982
2872,2871,10,1,0,1,0.009081381,8,2871,wood,Millwood,WA,47.6812828,-117.2827102
2873,2872,16,0.057628077,0.942371923,0,0.077604392,3,2872,wood,Ryderwood,WA,46.3764967,-123.0437326
2874,2873,18,1,0,1,0.019997769,6,2873,wood,Stanwood,WA,48.2412107,-122.3707103
2875,2874,10,1,0,1,0.009081381,8,2874,wood,Trentwood,WA,47.6965622,-117.2107634
2876,2875,16,0.063023939,0.936976061,0,0.077604392,3,2875,wood,Underwood,WA,45.7295635,-121.5261843
2877,2876,22,1,0,1,0.0402814,7,2876,wood,Wedgwood,WA,47.6867648,-122.2956818
2878,2877,17,1,0,1,0.01332779,4,2877,wood,Birchwood,WA,48.773442,-122.5126702
2879,2878,21,1,0,1,0.027385355,1,2878,wood,Eastwood,WA,47.6100952,-122.6401416
2880,2879,16,0.056553732,0.943446268,0,0.077604392,3,2879,wood,Greenwood,WA,46.9839852,-123.3665449
2881,2880,16,0.054435321,0.945564679,0,0.077604392,3,2880,wood,Glenwood,WA,46.0187336,-121.2906329
2882,2881,10,0.294002543,0.705997457,0,0.009081381,8,2881,wood,Greenwood,WA,48.5824017,-118.04971
2886,2885,18,1,0,1,0.019997769,6,2885,wood,Lakewood,WA,48.1520431,-122.2073655
2887,2886,22,0.576237882,0.423762118,0,0.0402814,7,2886,wood,Lawtonwood,WA,47.6689866,-122.4142967
2888,2887,22,0.611034411,0.388965589,0,0.0402814,7,2887,wood,Lakewood,WA,47.5631545,-122.2717906
2889,2888,21,0.844895918,0.155104082,0,0.027385355,1,2888,wood,Canterwood,WA,47.375097,-122.5892975
2890,2889,18,1,0,1,0.019997769,6,2889,wood,North Stanwood,WA,48.2587113,-122.3426542
2891,2890,10,1,0,1,0.009081381,8,2890,wood,Fairwood,WA,47.7668355,-117.4174415
2892,2891,17,1,0,1,0.01332779,4,2891,wood,Alderwood,WA,48.778687,-122.522516
2893,2892,22,0.516446052,0.483553948,0,0.0402814,7,2892,wood,North Lynnwood,WA,47.864124,-122.303745
2894,2893,40,1,0,1,0.004620328,3,2893,wood,Atwood,WI,44.886078,-90.481803
2895,2894,46,0.320682171,0.679317829,0,0.027531739,6,2894,wood,Beechwood,WI,43.592774,-88.1203731
2896,2895,46,0.257179019,0.742820981,0,0.027531739,6,2895,wood,Birchwood,WI,44.4580533,-87.5714751
2900,2899,40,0.669107843,0.330892157,0,0.004620328,3,2899,wood,Dellwood,WI,43.5633139,-89.8406805
2901,2900,40,0.758858416,0.241141584,0,0.004620328,3,2900,wood,Dellwood,WI,43.9841354,-89.9387386
2902,2901,40,0.68688271,0.31311729,0,0.004620328,3,2901,wood,Drywood,WI,45.0482974,-91.1682019
2903,2902,46,0.461480083,0.538519917,0,0.027531739,6,2902,wood,Edgewood,WI,43.0625096,-88.301761
2904,2903,27,0.403221179,0.596778821,0,0.01078807,1,2903,wood,Elmwood,WI,44.7810761,-92.1460139
2905,2904,40,0.83073594,0.16926406,0,0.004620328,3,2904,wood,Fenwood,WI,44.866077,-90.015408
2906,2905,40,1,0,1,0.004620328,3,2905,wood,Greenwood,WI,44.7702406,-90.5993076
2907,2906,40,1,0,1,0.004620328,3,2906,wood,Longwood,WI,44.8869108,-90.5981928
2909,2908,46,0.615172985,0.384827015,0,0.027531739,6,2908,wood,Oakwood,WI,42.8580727,-87.9245266
